File:, rs03_210318_0000
VERSION:,2.00000
FILE_PREFIX:,rs03
FILE_NUMBER:,0
NUM_SCANS:,4
CURRENT_SCAN:,0
RESOLUTION:,0.0160000
NYQUIST:,39.6825
SAMPLES:,3000
SPEED:,5.00000
ZPD:,0.000000
BUFFER_SIZE:,20
DATE:,Thu Mar 18 15:47:57 2021
JULDATE:,2459292.2
SOURCE:,
COMMENT:,500C; 0.4in aperture; 130mK; 0.2Vbias

OPD (cm), Signal (V)
  0.0000, 5.8776855E-001
  0.0126, 5.8704376E-001
  0.0252, 5.8853149E-001
  0.0378, 5.8921814E-001
  0.0504, 5.8822632E-001
  0.0630, 5.8845520E-001
  0.0756, 5.8815002E-001
  0.0882, 5.8898926E-001
  0.1008, 5.8803558E-001
  0.1134, 5.8715820E-001
  0.1260, 5.8792114E-001
  0.1386, 5.8887482E-001
  0.1512, 5.8902740E-001
  0.1638, 5.8860779E-001
  0.1764, 5.8914185E-001
  0.1890, 5.8841705E-001
  0.2016, 5.8959961E-001
  0.2142, 5.8864594E-001
  0.2268, 5.8887482E-001
  0.2394, 5.8883667E-001
  0.2520, 5.8822632E-001
  0.2646, 5.8723450E-001
  0.2772, 5.8929443E-001
  0.2898, 5.8906555E-001
  0.3024, 5.8948517E-001
  0.3150, 5.9082031E-001
  0.3276, 5.8937073E-001
  0.3402, 5.8856964E-001
  0.3528, 5.8860779E-001
  0.3654, 5.8917999E-001
  0.3780, 5.8906555E-001
  0.3906, 5.8784485E-001
  0.4032, 5.8845520E-001
  0.4158, 5.8776855E-001
  0.4284, 5.8753967E-001
  0.4410, 5.8757782E-001
  0.4536, 5.8887482E-001
  0.4662, 5.8898926E-001
  0.4788, 5.8876038E-001
  0.4914, 5.8731079E-001
  0.5040, 5.8677673E-001
  0.5166, 5.8647156E-001
  0.5292, 5.8490753E-001
  0.5418, 5.8490753E-001
  0.5544, 5.8444977E-001
  0.5670, 5.8654785E-001
  0.5796, 5.8616638E-001
  0.5922, 5.8776855E-001
  0.6048, 5.8734894E-001
  0.6174, 5.8883667E-001
  0.6300, 5.8902740E-001
  0.6426, 5.8963776E-001
  0.6552, 5.8837891E-001
  0.6678, 5.8628082E-001
  0.6804, 5.8486938E-001
  0.6930, 5.8357239E-001
  0.7056, 5.8464050E-001
  0.7182, 5.8635712E-001
  0.7308, 5.8837891E-001
  0.7434, 5.8708191E-001
  0.7560, 5.8830261E-001
  0.7686, 5.8807373E-001
  0.7812, 5.8952332E-001
  0.7938, 5.8937073E-001
  0.8064, 5.8807373E-001
  0.8190, 5.8689117E-001
  0.8316, 5.8418274E-001
  0.8442, 5.8490753E-001
  0.8568, 5.8303833E-001
  0.8694, 5.8609009E-001
  0.8820, 5.8700562E-001
  0.8946, 5.8933258E-001
  0.9072, 5.8898926E-001
  0.9198, 5.8837891E-001
  0.9324, 5.8845520E-001
  0.9450, 5.8807373E-001
  0.9576, 5.8837891E-001
  0.9702, 5.8685303E-001
  0.9828, 5.8708191E-001
  0.9954, 5.8517456E-001
  1.0080, 5.8567047E-001
  1.0206, 5.8517456E-001
  1.0332, 5.8601379E-001
  1.0458, 5.8753967E-001
  1.0584, 5.8841705E-001
  1.0710, 5.8933258E-001
  1.0836, 5.8811188E-001
  1.0962, 5.8872223E-001
  1.1088, 5.8738708E-001
  1.1214, 5.8891296E-001
  1.1340, 5.8731079E-001
  1.1466, 5.8837891E-001
  1.1592, 5.8666229E-001
  1.1718, 5.8708191E-001
  1.1844, 5.8692932E-001
  1.1970, 5.8742523E-001
  1.2096, 5.8807373E-001
  1.2222, 5.8853149E-001
  1.2348, 5.8807373E-001
  1.2474, 5.8704376E-001
  1.2600, 5.8773041E-001
  1.2726, 5.8757782E-001
  1.2852, 5.8860779E-001
  1.2978, 5.8792114E-001
  1.3104, 5.8940887E-001
  1.3230, 5.8872223E-001
  1.3356, 5.8784485E-001
  1.3482, 5.8761597E-001
  1.3608, 5.8601379E-001
  1.3734, 5.8780670E-001
  1.3860, 5.8792114E-001
  1.3986, 5.8876038E-001
  1.4112, 5.8719635E-001
  1.4238, 5.8788300E-001
  1.4364, 5.8788300E-001
  1.4490, 5.8849335E-001
  1.4616, 5.8795929E-001
  1.4742, 5.8898926E-001
  1.4868, 5.8887482E-001
  1.4994, 5.8837891E-001
  1.5120, 5.8757782E-001
  1.5246, 5.8620453E-001
  1.5372, 5.8807373E-001
  1.5498, 5.8750153E-001
  1.5624, 5.8940887E-001
  1.5750, 5.8837891E-001
  1.5876, 5.8837891E-001
  1.6002, 5.8746338E-001
  1.6128, 5.8769226E-001
  1.6254, 5.8811188E-001
  1.6380, 5.8822632E-001
  1.6506, 5.8856964E-001
  1.6632, 5.8704376E-001
  1.6758, 5.8738708E-001
  1.6884, 5.8731079E-001
  1.7010, 5.8891296E-001
  1.7136, 5.8841705E-001
  1.7262, 5.8906555E-001
  1.7388, 5.8906555E-001
  1.7514, 5.8807373E-001
  1.7640, 5.8795929E-001
  1.7766, 5.8700562E-001
  1.7892, 5.8750153E-001
  1.8018, 5.8643341E-001
  1.8144, 5.8792114E-001
  1.8270, 5.8589935E-001
  1.8396, 5.8933258E-001
  1.8522, 5.8746338E-001
  1.8648, 5.8937073E-001
  1.8774, 5.8986664E-001
  1.8900, 5.8971405E-001
  1.9026, 5.9032440E-001
  1.9152, 5.8784485E-001
  1.9278, 5.8795929E-001
  1.9404, 5.8822632E-001
  1.9530, 5.8872223E-001
  1.9656, 5.8570862E-001
  1.9782, 5.8734894E-001
  1.9908, 5.8929443E-001
  2.0034, 5.8837891E-001
  2.0160, 5.8807373E-001
  2.0286, 5.8792114E-001
  2.0412, 5.8845520E-001
  2.0538, 5.8902740E-001
  2.0664, 5.8944702E-001
  2.0790, 5.8853149E-001
  2.0916, 5.8929443E-001
  2.1042, 5.8750153E-001
  2.1168, 5.8948517E-001
  2.1294, 5.8818817E-001
  2.1420, 5.9032440E-001
  2.1546, 5.8986664E-001
  2.1672, 5.8975220E-001
  2.1798, 5.8868408E-001
  2.1924, 5.8876038E-001
  2.2050, 5.8914185E-001
  2.2176, 5.8898926E-001
  2.2302, 5.8963776E-001
  2.2428, 5.8765411E-001
  2.2554, 5.8849335E-001
  2.2680, 5.8845520E-001
  2.2806, 5.8906555E-001
  2.2932, 5.8959961E-001
  2.3058, 5.8952332E-001
  2.3184, 5.8933258E-001
  2.3310, 5.8837891E-001
  2.3436, 5.8666229E-001
  2.3562, 5.8479309E-001
  2.3688, 5.8597565E-001
  2.3814, 5.8532715E-001
  2.3940, 5.8719635E-001
  2.4066, 5.8776855E-001
  2.4192, 5.8925629E-001
  2.4318, 5.8921814E-001
  2.4444, 5.8917999E-001
  2.4570, 5.8967590E-001
  2.4696, 5.8940887E-001
  2.4822, 5.8956146E-001
  2.4948, 5.8727264E-001
  2.5074, 5.8578491E-001
  2.5200, 5.8349609E-001
  2.5326, 5.8502197E-001
  2.5452, 5.8559418E-001
  2.5578, 5.8750153E-001
  2.5704, 5.8898926E-001
  2.5830, 5.8853149E-001
  2.5956, 5.8937073E-001
  2.6082, 5.8807373E-001
  2.6208, 5.8902740E-001
  2.6334, 5.8860779E-001
  2.6460, 5.8898926E-001
  2.6586, 5.8635712E-001
  2.6712, 5.8860779E-001
  2.6838, 5.8776855E-001
  2.6964, 5.8914185E-001
  2.7090, 5.8971405E-001
  2.7216, 5.8944702E-001
  2.7342, 5.8994293E-001
  2.7468, 5.8628082E-001
  2.7594, 5.8517456E-001
  2.7720, 5.8349609E-001
  2.7846, 5.8319092E-001
  2.7972, 5.8204651E-001
  2.8098, 5.8647156E-001
  2.8224, 5.8876038E-001
  2.8350, 5.8990479E-001
  2.8476, 5.9085846E-001
  2.8602, 5.9055328E-001
  2.8728, 5.9043884E-001
  2.8854, 5.8898926E-001
  2.8980, 5.8826447E-001
  2.9106, 5.8105469E-001
  2.9232, 5.7544708E-001
  2.9358, 5.7167053E-001
  2.9484, 5.7323456E-001
  2.9610, 5.8330536E-001
  2.9736, 5.8971405E-001
  2.9862, 5.9192657E-001
  2.9988, 5.9181213E-001
  3.0114, 5.9223175E-001
  3.0240, 5.9112549E-001
  3.0366, 5.9104919E-001
  3.0492, 5.8792114E-001
  3.0618, 5.7743073E-001
  3.0744, 5.4294586E-001
  3.0870, 5.4237366E-001
  3.0996, 5.6098938E-001
  3.1122, 5.7193756E-001
  3.1248, 5.8826447E-001
  3.1374, 5.9158325E-001
  3.1500, 5.9329987E-001
  3.1626, 5.9238434E-001
  3.1752, 5.9268951E-001
  3.1878, 5.9188843E-001
  3.2004, 5.9135437E-001
  3.2130, 5.8609009E-001
  3.2256, 5.7250977E-001
  3.2382, 5.6240082E-001
  3.2508, 5.6053162E-001
  3.2634, 5.7128906E-001
  3.2760, 5.8280945E-001
  3.2886, 5.9024811E-001
  3.3012, 5.9116364E-001
  3.3138, 5.9303284E-001
  3.3264, 5.9150696E-001
  3.3390, 5.9215546E-001
  3.3516, 5.9032440E-001
  3.3642, 5.8700562E-001
  3.3768, 5.7914734E-001
  3.3894, 5.7067871E-001
  3.4020, 5.7132721E-001
  3.4146, 5.7373047E-001
  3.4272, 5.7991028E-001
  3.4398, 5.8639526E-001
  3.4524, 5.9020996E-001
  3.4650, 5.9066772E-001
  3.4776, 5.9177399E-001
  3.4902, 5.9085846E-001
  3.5028, 5.9001923E-001
  3.5154, 5.8845520E-001
  3.5280, 5.8433533E-001
  3.5406, 5.8280945E-001
  3.5532, 5.8242798E-001
  3.5658, 5.8506012E-001
  3.5784, 5.8536530E-001
  3.5910, 5.8761597E-001
  3.6036, 5.8769226E-001
  3.6162, 5.8929443E-001
  3.6288, 5.8887482E-001
  3.6414, 5.8883667E-001
  3.6540, 5.8742523E-001
  3.6666, 5.8559418E-001
  3.6792, 5.8563232E-001
  3.6918, 5.8578491E-001
  3.7044, 5.8776855E-001
  3.7170, 5.8776855E-001
  3.7296, 5.8967590E-001
  3.7422, 5.8879852E-001
  3.7548, 5.8883667E-001
  3.7674, 5.8776855E-001
  3.7800, 5.8654785E-001
  3.7926, 5.8586121E-001
  3.8052, 5.8479309E-001
  3.8178, 5.8593750E-001
  3.8304, 5.8555603E-001
  3.8430, 5.8761597E-001
  3.8556, 5.8773041E-001
  3.8682, 5.8986664E-001
  3.8808, 5.8921814E-001
  3.8934, 5.9047699E-001
  3.9060, 5.8868408E-001
  3.9186, 5.8841705E-001
  3.9312, 5.8631897E-001
  3.9438, 5.8406830E-001
  3.9564, 5.8498383E-001
  3.9690, 5.8460236E-001
  3.9816, 5.8670044E-001
  3.9942, 5.8647156E-001
  4.0068, 5.8822632E-001
  4.0194, 5.8826447E-001
  4.0320, 5.8933258E-001
  4.0446, 5.8944702E-001
  4.0572, 5.8917999E-001
  4.0698, 5.8868408E-001
  4.0824, 5.8723450E-001
  4.0950, 5.8673859E-001
  4.1076, 5.8521271E-001
  4.1202, 5.8597565E-001
  4.1328, 5.8620453E-001
  4.1454, 5.8784485E-001
  4.1580, 5.8631897E-001
  4.1706, 5.8700562E-001
  4.1832, 5.8643341E-001
  4.1958, 5.8761597E-001
  4.2084, 5.8734894E-001
  4.2210, 5.8769226E-001
  4.2336, 5.8887482E-001
  4.2462, 5.8807373E-001
  4.2588, 5.8883667E-001
  4.2714, 5.8727264E-001
  4.2840, 5.8845520E-001
  4.2966, 5.8784485E-001
  4.3092, 5.8883667E-001
  4.3218, 5.8891296E-001
  4.3344, 5.8708191E-001
  4.3470, 5.8673859E-001
  4.3596, 5.8422089E-001
  4.3722, 5.8647156E-001
  4.3848, 5.8662415E-001
  4.3974, 5.8757782E-001
  4.4100, 5.8738708E-001
  4.4226, 5.8792114E-001
  4.4352, 5.8757782E-001
  4.4478, 5.8898926E-001
  4.4604, 5.8910370E-001
  4.4730, 5.8902740E-001
  4.4856, 5.8849335E-001
  4.4982, 5.8689117E-001
  4.5108, 5.8708191E-001
  4.5234, 5.8506012E-001
  4.5360, 5.8765411E-001
  4.5486, 5.8708191E-001
  4.5612, 5.8845520E-001
  4.5738, 5.8830261E-001
  4.5864, 5.8799744E-001
  4.5990, 5.8731079E-001
  4.6116, 5.8761597E-001
  4.6242, 5.8769226E-001
  4.6368, 5.8738708E-001
  4.6494, 5.8856964E-001
  4.6620, 5.8681488E-001
  4.6746, 5.8696747E-001
  4.6872, 5.8635712E-001
  4.6998, 5.8746338E-001
  4.7124, 5.8734894E-001
  4.7250, 5.8868408E-001
  4.7376, 5.8895111E-001
  4.7502, 5.8715820E-001
  4.7628, 5.8731079E-001
  4.7754, 5.8643341E-001
  4.7880, 5.8692932E-001
  4.8006, 5.8662415E-001
  4.8132, 5.8750153E-001
  4.8258, 5.8673859E-001
  4.8384, 5.8734894E-001
  4.8510, 5.8734894E-001
  4.8636, 5.8792114E-001
  4.8762, 5.8845520E-001
  4.8888, 5.8910370E-001
  4.9014, 5.8872223E-001
  4.9140, 5.8715820E-001
  4.9266, 5.8708191E-001
  4.9392, 5.8704376E-001
  4.9518, 5.8750153E-001
  4.9644, 5.8673859E-001
  4.9770, 5.8811188E-001
  4.9896, 5.8792114E-001
  5.0022, 5.8830261E-001
  5.0148, 5.8853149E-001
  5.0274, 5.8776855E-001
  5.0400, 5.8868408E-001
  5.0526, 5.8883667E-001
  5.0652, 5.8959961E-001
  5.0778, 5.8792114E-001
  5.0904, 5.8845520E-001
  5.1030, 5.8845520E-001
  5.1156, 5.8944702E-001
  5.1282, 5.8750153E-001
  5.1408, 5.9005737E-001
  5.1534, 5.8902740E-001
  5.1660, 5.8807373E-001
  5.1786, 5.8750153E-001
  5.1912, 5.8670044E-001
  5.2038, 5.8792114E-001
  5.2164, 5.8887482E-001
  5.2290, 5.8933258E-001
  5.2416, 5.8971405E-001
  5.2542, 5.8815002E-001
  5.2668, 5.8750153E-001
  5.2794, 5.8662415E-001
  5.2920, 5.8624268E-001
  5.3046, 5.8517456E-001
  5.3172, 5.8662415E-001
  5.3298, 5.8452606E-001
  5.3424, 5.8540344E-001
  5.3550, 5.8612823E-001
  5.3676, 5.8837891E-001
  5.3802, 5.8891296E-001
  5.3928, 5.8959961E-001
  5.4054, 5.8982849E-001
  5.4180, 5.8967590E-001
  5.4306, 5.8849335E-001
  5.4432, 5.8731079E-001
  5.4558, 5.8635712E-001
  5.4684, 5.8567047E-001
  5.4810, 5.8540344E-001
  5.4936, 5.8464050E-001
  5.5062, 5.8689117E-001
  5.5188, 5.8643341E-001
  5.5314, 5.8826447E-001
  5.5440, 5.8876038E-001
  5.5566, 5.8940887E-001
  5.5692, 5.8998108E-001
  5.5818, 5.8849335E-001
  5.5944, 5.8792114E-001
  5.6070, 5.8467865E-001
  5.6196, 5.8513641E-001
  5.6322, 5.8429718E-001
  5.6448, 5.8593750E-001
  5.6574, 5.8509827E-001
  5.6700, 5.8673859E-001
  5.6826, 5.8670044E-001
  5.6952, 5.8864594E-001
  5.7078, 5.8937073E-001
  5.7204, 5.8948517E-001
  5.7330, 5.8952332E-001
  5.7456, 5.8795929E-001
  5.7582, 5.8685303E-001
  5.7708, 5.8448792E-001
  5.7834, 5.8513641E-001
  5.7960, 5.8483124E-001
  5.8086, 5.8670044E-001
  5.8212, 5.8704376E-001
  5.8338, 5.8753967E-001
  5.8464, 5.8795929E-001
  5.8590, 5.8738708E-001
  5.8716, 5.8864594E-001
  5.8842, 5.8807373E-001
  5.8968, 5.8860779E-001
  5.9094, 5.8708191E-001
  5.9220, 5.8898926E-001
  5.9346, 5.8631897E-001
  5.9472, 5.8586121E-001
  5.9598, 5.8570862E-001
  5.9724, 5.8708191E-001
  5.9850, 5.8761597E-001
  5.9976, 5.8830261E-001
  6.0102, 5.8834076E-001
  6.0228, 5.8624268E-001
  6.0354, 5.8609009E-001
  6.0480, 5.8654785E-001
  6.0606, 5.8666229E-001
  6.0732, 5.8876038E-001
  6.0858, 5.8906555E-001
  6.0984, 5.8807373E-001
  6.1110, 5.8853149E-001
  6.1236, 5.8925629E-001
  6.1362, 5.8902740E-001
  6.1488, 5.8952332E-001
  6.1614, 5.8830261E-001
  6.1740, 5.8815002E-001
  6.1866, 5.8631897E-001
  6.1992, 5.8734894E-001
  6.2118, 5.8731079E-001
  6.2244, 5.8815002E-001
  6.2370, 5.8815002E-001
  6.2496, 5.8807373E-001
  6.2622, 5.8879852E-001
  6.2748, 5.8780670E-001
  6.2874, 5.8788300E-001
  6.3000, 5.8776855E-001
  6.3126, 5.8807373E-001
  6.3252, 5.8601379E-001
  6.3378, 5.8593750E-001
  6.3504, 5.8570862E-001
  6.3630, 5.8639526E-001
  6.3756, 5.8666229E-001
  6.3882, 5.8761597E-001
  6.4008, 5.8933258E-001
  6.4134, 5.8750153E-001
  6.4260, 5.8795929E-001
  6.4386, 5.8753967E-001
  6.4512, 5.8822632E-001
  6.4638, 5.8670044E-001
  6.4764, 5.8807373E-001
  6.4890, 5.8666229E-001
  6.5016, 5.8845520E-001
  6.5142, 5.8738708E-001
  6.5268, 5.8673859E-001
  6.5394, 5.8807373E-001
  6.5520, 5.8856964E-001
  6.5646, 5.8898926E-001
  6.5772, 5.8792114E-001
  6.5898, 5.8815002E-001
  6.6024, 5.8757782E-001
  6.6150, 5.8822632E-001
  6.6276, 5.8738708E-001
  6.6402, 5.8879852E-001
  6.6528, 5.8807373E-001
  6.6654, 5.8780670E-001
  6.6780, 5.8898926E-001
  6.6906, 5.8612823E-001
  6.7032, 5.8734894E-001
  6.7158, 5.8799744E-001
  6.7284, 5.8849335E-001
  6.7410, 5.8696747E-001
  6.7536, 5.8769226E-001
  6.7662, 5.8708191E-001
  6.7788, 5.8750153E-001
  6.7914, 5.8742523E-001
  6.8040, 5.8746338E-001
  6.8166, 5.8830261E-001
  6.8292, 5.8700562E-001
  6.8418, 5.8673859E-001
  6.8544, 5.8563232E-001
  6.8670, 5.8689117E-001
  6.8796, 5.8666229E-001
  6.8922, 5.8788300E-001
  6.9048, 5.8765411E-001
  6.9174, 5.8776855E-001
  6.9300, 5.8818817E-001
  6.9426, 5.8841705E-001
  6.9552, 5.8906555E-001
  6.9678, 5.8818817E-001
  6.9804, 5.8917999E-001
  6.9930, 5.8822632E-001
  7.0056, 5.8830261E-001
  7.0182, 5.8715820E-001
  7.0308, 5.8715820E-001
  7.0434, 5.8704376E-001
  7.0560, 5.8849335E-001
  7.0686, 5.8803558E-001
  7.0812, 5.8773041E-001
  7.0938, 5.8837891E-001
  7.1064, 5.8792114E-001
  7.1190, 5.8868408E-001
  7.1316, 5.8929443E-001
  7.1442, 5.8887482E-001
  7.1568, 5.8876038E-001
  7.1694, 5.8792114E-001
  7.1820, 5.8708191E-001
  7.1946, 5.8776855E-001
  7.2072, 5.8872223E-001
  7.2198, 5.8769226E-001
  7.2324, 5.8853149E-001
  7.2450, 5.8853149E-001
  7.2576, 5.8849335E-001
  7.2702, 5.8811188E-001
  7.2828, 5.8841705E-001
  7.2954, 5.8773041E-001
  7.3080, 5.8876038E-001
  7.3206, 5.8959961E-001
  7.3332, 5.8902740E-001
  7.3458, 5.8925629E-001
  7.3584, 5.8769226E-001
  7.3710, 5.8898926E-001
  7.3836, 5.8742523E-001
  7.3962, 5.8856964E-001
  7.4088, 5.8784485E-001
  7.4214, 5.8784485E-001
  7.4340, 5.8696747E-001
  7.4466, 5.8937073E-001
  7.4592, 5.8818817E-001
  7.4718, 5.8776855E-001
  7.4844, 5.8910370E-001
  7.4970, 5.8849335E-001
  7.5096, 5.8891296E-001
  7.5222, 5.8860779E-001
  7.5348, 5.8887482E-001
  7.5474, 5.8837891E-001
  7.5600, 5.8917999E-001
  7.5726, 5.8738708E-001
  7.5852, 5.8757782E-001
  7.5978, 5.8593750E-001
  7.6104, 5.8658600E-001
  7.6230, 5.8849335E-001
  7.6356, 5.8872223E-001
  7.6482, 5.8929443E-001
  7.6608, 5.8914185E-001
  7.6734, 5.8906555E-001
  7.6860, 5.8773041E-001
  7.6986, 5.8837891E-001
  7.7112, 5.8803558E-001
  7.7238, 5.8784485E-001
  7.7364, 5.8765411E-001
  7.7490, 5.8628082E-001
  7.7616, 5.8731079E-001
  7.7742, 5.8628082E-001
  7.7868, 5.8853149E-001
  7.7994, 5.8776855E-001
  7.8120, 5.8929443E-001
  7.8246, 5.8845520E-001
  7.8372, 5.8849335E-001
  7.8498, 5.8830261E-001
  7.8624, 5.8898926E-001
  7.8750, 5.8864594E-001
  7.8876, 5.8898926E-001
  7.9002, 5.8826447E-001
  7.9128, 5.8776855E-001
  7.9254, 5.8792114E-001
  7.9380, 5.8815002E-001
  7.9506, 5.8868408E-001
  7.9632, 5.8872223E-001
  7.9758, 5.8975220E-001
  7.9884, 5.8837891E-001
  8.0010, 5.8906555E-001
  8.0136, 5.8837891E-001
  8.0262, 5.8719635E-001
  8.0388, 5.8872223E-001
  8.0514, 5.8795929E-001
  8.0640, 5.8868408E-001
  8.0766, 5.8662415E-001
  8.0892, 5.8780670E-001
  8.1018, 5.8746338E-001
  8.1144, 5.8830261E-001
  8.1270, 5.8864594E-001
  8.1396, 5.8815002E-001
  8.1522, 5.8872223E-001
  8.1648, 5.8811188E-001
  8.1774, 5.8853149E-001
  8.1900, 5.8776855E-001
  8.2026, 5.8856964E-001
  8.2152, 5.8883667E-001
  8.2278, 5.8990479E-001
  8.2404, 5.8822632E-001
  8.2530, 5.8769226E-001
  8.2656, 5.8731079E-001
  8.2782, 5.8712006E-001
  8.2908, 5.8692932E-001
  8.3034, 5.8670044E-001
  8.3160, 5.8887482E-001
  8.3286, 5.8765411E-001
  8.3412, 5.8795929E-001
  8.3538, 5.8727264E-001
  8.3664, 5.8872223E-001
  8.3790, 5.8746338E-001
  8.3916, 5.8872223E-001
  8.4042, 5.8765411E-001
  8.4168, 5.8734894E-001
  8.4294, 5.8631897E-001
  8.4420, 5.8670044E-001
  8.4546, 5.8769226E-001
  8.4672, 5.8792114E-001
  8.4798, 5.8864594E-001
  8.4924, 5.8795929E-001
  8.5050, 5.8792114E-001
  8.5176, 5.8830261E-001
  8.5302, 5.8879852E-001
  8.5428, 5.8917999E-001
  8.5554, 5.8956146E-001
  8.5680, 5.8883667E-001
  8.5806, 5.8761597E-001
  8.5932, 5.8807373E-001
  8.6058, 5.8654785E-001
  8.6184, 5.8830261E-001
  8.6310, 5.8685303E-001
  8.6436, 5.8807373E-001
  8.6562, 5.8769226E-001
  8.6688, 5.8776855E-001
  8.6814, 5.8784485E-001
  8.6940, 5.8734894E-001
  8.7066, 5.8837891E-001
  8.7192, 5.8822632E-001
  8.7318, 5.8952332E-001
  8.7444, 5.8807373E-001
  8.7570, 5.8902740E-001
  8.7696, 5.8746338E-001
  8.7822, 5.8860779E-001
  8.7948, 5.8849335E-001
  8.8074, 5.8979034E-001
  8.8200, 5.8891296E-001
  8.8326, 5.8929443E-001
  8.8452, 5.8845520E-001
  8.8578, 5.8853149E-001
  8.8704, 5.8929443E-001
  8.8830, 5.8895111E-001
  8.8956, 5.8902740E-001
  8.9082, 5.8776855E-001
  8.9208, 5.8795929E-001
  8.9334, 5.8692932E-001
  8.9460, 5.8761597E-001
  8.9586, 5.8692932E-001
  8.9712, 5.8761597E-001
  8.9838, 5.8826447E-001
  8.9964, 5.8597565E-001
  9.0090, 5.8708191E-001
  9.0216, 5.8750153E-001
  9.0342, 5.8856964E-001
  9.0468, 5.8765411E-001
  9.0594, 5.8967590E-001
  9.0720, 5.8815002E-001
  9.0846, 5.8757782E-001
  9.0972, 5.8761597E-001
  9.1098, 5.8666229E-001
  9.1224, 5.8872223E-001
  9.1350, 5.8723450E-001
  9.1476, 5.8906555E-001
  9.1602, 5.8853149E-001
  9.1728, 5.8937073E-001
  9.1854, 5.8815002E-001
  9.1980, 5.8979034E-001
  9.2106, 5.8917999E-001
  9.2232, 5.9013367E-001
  9.2358, 5.8971405E-001
  9.2484, 5.8731079E-001
  9.2610, 5.8769226E-001
  9.2736, 5.8631897E-001
  9.2862, 5.8753967E-001
  9.2988, 5.8757782E-001
  9.3114, 5.8952332E-001
