File:, rs03_210318_0000
  9.3240, 5.8731079E-001
  9.3366, 5.8704376E-001
  9.3492, 5.8650970E-001
  9.3618, 5.8807373E-001
  9.3744, 5.8898926E-001
  9.3870, 5.8830261E-001
  9.3996, 5.8849335E-001
  9.4122, 5.8757782E-001
  9.4248, 5.8742523E-001
  9.4374, 5.8830261E-001
  9.4500, 5.8815002E-001
  9.4626, 5.8837891E-001
  9.4752, 5.8937073E-001
  9.4878, 5.8860779E-001
  9.5004, 5.8883667E-001
  9.5130, 5.8864594E-001
  9.5256, 5.8708191E-001
  9.5382, 5.8906555E-001
  9.5508, 5.8876038E-001
  9.5634, 5.8898926E-001
  9.5760, 5.8830261E-001
  9.5886, 5.8753967E-001
  9.6012, 5.8818817E-001
  9.6138, 5.8792114E-001
  9.6264, 5.8872223E-001
  9.6390, 5.8883667E-001
  9.6516, 5.8944702E-001
  9.6642, 5.8841705E-001
  9.6768, 5.8898926E-001
  9.6894, 5.8738708E-001
  9.7020, 5.8921814E-001
  9.7146, 5.8868408E-001
  9.7272, 5.8898926E-001
  9.7398, 5.8700562E-001
  9.7524, 5.8753967E-001
  9.7650, 5.8837891E-001
  9.7776, 5.8822632E-001
  9.7902, 5.8837891E-001
  9.8028, 5.8887482E-001
  9.8154, 5.8929443E-001
  9.8280, 5.8685303E-001
  9.8406, 5.8815002E-001
  9.8532, 5.8689117E-001
  9.8658, 5.8830261E-001
  9.8784, 5.8719635E-001
  9.8910, 5.8818817E-001
  9.9036, 5.8731079E-001
  9.9162, 5.8837891E-001
  9.9288, 5.8815002E-001
  9.9414, 5.8872223E-001
  9.9540, 5.8830261E-001
  9.9666, 5.8841705E-001
  9.9792, 5.8719635E-001
  9.9918, 5.8708191E-001
 10.0044, 5.8639526E-001
 10.0170, 5.8509827E-001
 10.0296, 5.8605194E-001
 10.0422, 5.8609009E-001
 10.0548, 5.8639526E-001
 10.0674, 5.8708191E-001
 10.0800, 5.8605194E-001
 10.0926, 5.8673859E-001
 10.1052, 5.8551788E-001
 10.1178, 5.8841705E-001
 10.1304, 5.8639526E-001
 10.1430, 5.8677673E-001
 10.1556, 5.8555603E-001
 10.1682, 5.8624268E-001
 10.1808, 5.8528900E-001
 10.1934, 5.8719635E-001
 10.2060, 5.8650970E-001
 10.2186, 5.8719635E-001
 10.2312, 5.8738708E-001
 10.2438, 5.8715820E-001
 10.2564, 5.8696747E-001
 10.2690, 5.8715820E-001
 10.2816, 5.8696747E-001
 10.2942, 5.8620453E-001
 10.3068, 5.8628082E-001
 10.3194, 5.8582306E-001
 10.3320, 5.8506012E-001
 10.3446, 5.8757782E-001
 10.3572, 5.8521271E-001
 10.3698, 5.8639526E-001
 10.3824, 5.8647156E-001
 10.3950, 5.8914185E-001
 10.4076, 5.8654785E-001
 10.4202, 5.8681488E-001
 10.4328, 5.8532715E-001
 10.4454, 5.8673859E-001
 10.4580, 5.8586121E-001
 10.4706, 5.8700562E-001
 10.4832, 5.8670044E-001
 10.4958, 5.8612823E-001
 10.5084, 5.8612823E-001
 10.5210, 5.8616638E-001
 10.5336, 5.8681488E-001
 10.5462, 5.8723450E-001
 10.5588, 5.8799744E-001
 10.5714, 5.8719635E-001
 10.5840, 5.8700562E-001
 10.5966, 5.8704376E-001
 10.6092, 5.8635712E-001
 10.6218, 5.8792114E-001
 10.6344, 5.8700562E-001
 10.6470, 5.8815002E-001
 10.6596, 5.8700562E-001
 10.6722, 5.8746338E-001
 10.6848, 5.8692932E-001
 10.6974, 5.8757782E-001
 10.7100, 5.8715820E-001
 10.7226, 5.8944702E-001
 10.7352, 5.8773041E-001
 10.7478, 5.8635712E-001
 10.7604, 5.8574677E-001
 10.7730, 5.8509827E-001
 10.7856, 5.8631897E-001
 10.7982, 5.8593750E-001
 10.8108, 5.8712006E-001
 10.8234, 5.8689117E-001
 10.8360, 5.8677673E-001
 10.8486, 5.8681488E-001
 10.8612, 5.8692932E-001
 10.8738, 5.8719635E-001
 10.8864, 5.8708191E-001
 10.8990, 5.8765411E-001
 10.9116, 5.8612823E-001
 10.9242, 5.8628082E-001
 10.9368, 5.8559418E-001
 10.9494, 5.8708191E-001
 10.9620, 5.8738708E-001
 10.9746, 5.8876038E-001
 10.9872, 5.8753967E-001
 10.9998, 5.8811188E-001
 11.0124, 5.8780670E-001
 11.0250, 5.8879852E-001
 11.0376, 5.8807373E-001
 11.0502, 5.8750153E-001
 11.0628, 5.8841705E-001
 11.0754, 5.8727264E-001
 11.0880, 5.8624268E-001
 11.1006, 5.8654785E-001
 11.1132, 5.8670044E-001
 11.1258, 5.8677673E-001
 11.1384, 5.8723450E-001
 11.1510, 5.8792114E-001
 11.1636, 5.8715820E-001
 11.1762, 5.8715820E-001
 11.1888, 5.8605194E-001
 11.2014, 5.8765411E-001
 11.2140, 5.8750153E-001
 11.2266, 5.8815002E-001
 11.2392, 5.8696747E-001
 11.2518, 5.8719635E-001
 11.2644, 5.8757782E-001
 11.2770, 5.8731079E-001
 11.2896, 5.8811188E-001
 11.3022, 5.8712006E-001
 11.3148, 5.8860779E-001
 11.3274, 5.8658600E-001
 11.3400, 5.8696747E-001
 11.3526, 5.8681488E-001
 11.3652, 5.8704376E-001
 11.3778, 5.8845520E-001
 11.3904, 5.8803558E-001
 11.4030, 5.8799744E-001
 11.4156, 5.8734894E-001
 11.4282, 5.8765411E-001
 11.4408, 5.8700562E-001
 11.4534, 5.8776855E-001
 11.4660, 5.8731079E-001
 11.4786, 5.8807373E-001
 11.4912, 5.8769226E-001
 11.5038, 5.8681488E-001
 11.5164, 5.8609009E-001
 11.5290, 5.8624268E-001
 11.5416, 5.8696747E-001
 11.5542, 5.8673859E-001
 11.5668, 5.8731079E-001
 11.5794, 5.8746338E-001
 11.5920, 5.8723450E-001
 11.6046, 5.8635712E-001
 11.6172, 5.8662415E-001
 11.6298, 5.8631897E-001
 11.6424, 5.8769226E-001
 11.6550, 5.8658600E-001
 11.6676, 5.8666229E-001
 11.6802, 5.8624268E-001
 11.6928, 5.8593750E-001
 11.7054, 5.8654785E-001
 11.7180, 5.8715820E-001
 11.7306, 5.8784485E-001
 11.7432, 5.8650970E-001
 11.7558, 5.8662415E-001
 11.7684, 5.8624268E-001
 11.7810, 5.8712006E-001
 11.7936, 5.8670044E-001
 11.8062, 5.8803558E-001
 11.8188, 5.8757782E-001
 11.8314, 5.8757782E-001
 11.8440, 5.8765411E-001
 11.8566, 5.8662415E-001
 11.8692, 5.8780670E-001
 11.8818, 5.8757782E-001
 11.8944, 5.8841705E-001
 11.9070, 5.8700562E-001
 11.9196, 5.8761597E-001
 11.9322, 5.8700562E-001
 11.9448, 5.8742523E-001
 11.9574, 5.8738708E-001
 11.9700, 5.8769226E-001
 11.9826, 5.8845520E-001
 11.9952, 5.8773041E-001
 12.0078, 5.8788300E-001
 12.0204, 5.8685303E-001
 12.0330, 5.8734894E-001
 12.0456, 5.8799744E-001
 12.0582, 5.9009552E-001
 12.0708, 5.8681488E-001
 12.0834, 5.8662415E-001
 12.0960, 5.8624268E-001
 12.1086, 5.8647156E-001
 12.1212, 5.8715820E-001
 12.1338, 5.8753967E-001
 12.1464, 5.8891296E-001
 12.1590, 5.8677673E-001
 12.1716, 5.8742523E-001
 12.1842, 5.8567047E-001
 12.1968, 5.8750153E-001
 12.2094, 5.8753967E-001
 12.2220, 5.8769226E-001
 12.2346, 5.8830261E-001
 12.2472, 5.8727264E-001
 12.2598, 5.8788300E-001
 12.2724, 5.8704376E-001
 12.2850, 5.8792114E-001
 12.2976, 5.8849335E-001
 12.3102, 5.8906555E-001
 12.3228, 5.8780670E-001
 12.3354, 5.8750153E-001
 12.3480, 5.8681488E-001
 12.3606, 5.8738708E-001
 12.3732, 5.8803558E-001
 12.3858, 5.8776855E-001
 12.3984, 5.8845520E-001
 12.4110, 5.8723450E-001
 12.4236, 5.8818817E-001
 12.4362, 5.8696747E-001
 12.4488, 5.8792114E-001
 12.4614, 5.8780670E-001
 12.4740, 5.8830261E-001
 12.4866, 5.8799744E-001
 12.4992, 5.8780670E-001
 12.5118, 5.8765411E-001
 12.5244, 5.8650970E-001
 12.5370, 5.8948517E-001
 12.5496, 5.8799744E-001
 12.5622, 5.8864594E-001
 12.5748, 5.8780670E-001
 12.5874, 5.8757782E-001
 12.6000, 5.8715820E-001
 12.6126, 5.8807373E-001
 12.6252, 5.8719635E-001
 12.6378, 5.8811188E-001
 12.6504, 5.8845520E-001
 12.6630, 5.8769226E-001
 12.6756, 5.8815002E-001
 12.6882, 5.8727264E-001
 12.7008, 5.8811188E-001
 12.7134, 5.8738708E-001
 12.7260, 5.8773041E-001
 12.7386, 5.8765411E-001
 12.7512, 5.8746338E-001
 12.7638, 5.8704376E-001
 12.7764, 5.8708191E-001
 12.7890, 5.8753967E-001
 12.8016, 5.8818817E-001
 12.8142, 5.8902740E-001
 12.8268, 5.8795929E-001
 12.8394, 5.8845520E-001
 12.8520, 5.8830261E-001
 12.8646, 5.8830261E-001
 12.8772, 5.8822632E-001
 12.8898, 5.8921814E-001
 12.9024, 5.8902740E-001
 12.9150, 5.8753967E-001
 12.9276, 5.8792114E-001
 12.9402, 5.8753967E-001
 12.9528, 5.8849335E-001
 12.9654, 5.8773041E-001
 12.9780, 5.8898926E-001
 12.9906, 5.8795929E-001
 13.0032, 5.8792114E-001
 13.0158, 5.8719635E-001
 13.0284, 5.8700562E-001
 13.0410, 5.8734894E-001
 13.0536, 5.8738708E-001
 13.0662, 5.8845520E-001
 13.0788, 5.8887482E-001
 13.0914, 5.8757782E-001
 13.1040, 5.8689117E-001
 13.1166, 5.8837891E-001
 13.1292, 5.8845520E-001
 13.1418, 5.8914185E-001
 13.1544, 5.8830261E-001
 13.1670, 5.8860779E-001
 13.1796, 5.8811188E-001
 13.1922, 5.8723450E-001
 13.2048, 5.8586121E-001
 13.2174, 5.8631897E-001
 13.2300, 5.8734894E-001
 13.2426, 5.8547974E-001
 13.2552, 5.8567047E-001
 13.2678, 5.8593750E-001
 13.2804, 5.8742523E-001
 13.2930, 5.8723450E-001
 13.3056, 5.8719635E-001
 13.3182, 5.8845520E-001
 13.3308, 5.8647156E-001
 13.3434, 5.8731079E-001
 13.3560, 5.8692932E-001
 13.3686, 5.8593750E-001
 13.3812, 5.8570862E-001
 13.3938, 5.8727264E-001
 13.4064, 5.8586121E-001
 13.4190, 5.8635712E-001
 13.4316, 5.8567047E-001
 13.4442, 5.8673859E-001
 13.4568, 5.8723450E-001
 13.4694, 5.8731079E-001
 13.4820, 5.8761597E-001
 13.4946, 5.8578491E-001
 13.5072, 5.8628082E-001
 13.5198, 5.8494568E-001
 13.5324, 5.8639526E-001
 13.5450, 5.8555603E-001
 13.5576, 5.8673859E-001
 13.5702, 5.8570862E-001
 13.5828, 5.8578491E-001
 13.5954, 5.8681488E-001
 13.6080, 5.8551788E-001
 13.6206, 5.8738708E-001
 13.6332, 5.8689117E-001
 13.6458, 5.8826447E-001
 13.6584, 5.8624268E-001
 13.6710, 5.8673859E-001
 13.6836, 5.8521271E-001
 13.6962, 5.8578491E-001
 13.7088, 5.8570862E-001
 13.7214, 5.8605194E-001
 13.7340, 5.8639526E-001
 13.7466, 5.8647156E-001
 13.7592, 5.8670044E-001
 13.7718, 5.8677673E-001
 13.7844, 5.8731079E-001
 13.7970, 5.8696747E-001
 13.8096, 5.8750153E-001
 13.8222, 5.8765411E-001
 13.8348, 5.8639526E-001
 13.8474, 5.8609009E-001
 13.8600, 5.8635712E-001
 13.8726, 5.8631897E-001
 13.8852, 5.8601379E-001
 13.8978, 5.8750153E-001
 13.9104, 5.8616638E-001
 13.9230, 5.8914185E-001
 13.9356, 5.8635712E-001
 13.9482, 5.8769226E-001
 13.9608, 5.8677673E-001
 13.9734, 5.8815002E-001
 13.9860, 5.8731079E-001
 13.9986, 5.8715820E-001
 14.0112, 5.8654785E-001
 14.0238, 5.8601379E-001
 14.0364, 5.8700562E-001
 14.0490, 5.8666229E-001
 14.0616, 5.8776855E-001
 14.0742, 5.8643341E-001
 14.0868, 5.8692932E-001
 14.0994, 5.8689117E-001
 14.1120, 5.8727264E-001
 14.1246, 5.8681488E-001
 14.1372, 5.8921814E-001
 14.1498, 5.8826447E-001
 14.1624, 5.8696747E-001
 14.1750, 5.8723450E-001
 14.1876, 5.8586121E-001
 14.2002, 5.8685303E-001
 14.2128, 5.8620453E-001
 14.2254, 5.8719635E-001
 14.2380, 5.8666229E-001
 14.2506, 5.8574677E-001
 14.2632, 5.8704376E-001
 14.2758, 5.8616638E-001
 14.2884, 5.8750153E-001
 14.3010, 5.8731079E-001
 14.3136, 5.8815002E-001
 14.3262, 5.8719635E-001
 14.3388, 5.8689117E-001
 14.3514, 5.8589935E-001
 14.3640, 5.8654785E-001
 14.3766, 5.8654785E-001
 14.3892, 5.8719635E-001
 14.4018, 5.8635712E-001
 14.4144, 5.8750153E-001
 14.4270, 5.8624268E-001
 14.4396, 5.8750153E-001
 14.4522, 5.8723450E-001
 14.4648, 5.8837891E-001
 14.4774, 5.8811188E-001
 14.4900, 5.8662415E-001
 14.5026, 5.8601379E-001
 14.5152, 5.8666229E-001
 14.5278, 5.8609009E-001
 14.5404, 5.8662415E-001
 14.5530, 5.8815002E-001
 14.5656, 5.8937073E-001
 14.5782, 5.8670044E-001
 14.5908, 5.8734894E-001
 14.6034, 5.8643341E-001
 14.6160, 5.8940887E-001
 14.6286, 5.8700562E-001
 14.6412, 5.8753967E-001
 14.6538, 5.8826447E-001
 14.6664, 5.8715820E-001
 14.6790, 5.8727264E-001
 14.6916, 5.8898926E-001
 14.7042, 5.8734894E-001
 14.7168, 5.8765411E-001
 14.7294, 5.8746338E-001
 14.7420, 5.8967590E-001
 14.7546, 5.8834076E-001
 14.7672, 5.8750153E-001
 14.7798, 5.8937073E-001
 14.7924, 5.8925629E-001
 14.8050, 5.8818817E-001
 14.8176, 5.8929443E-001
 14.8302, 5.8822632E-001
 14.8428, 5.8822632E-001
 14.8554, 5.8673859E-001
 14.8680, 5.8769226E-001
 14.8806, 5.8959961E-001
 14.8932, 5.8959961E-001
 14.9058, 5.8719635E-001
 14.9184, 5.8910370E-001
 14.9310, 5.8853149E-001
 14.9436, 5.8849335E-001
 14.9562, 5.8837891E-001
 14.9688, 5.8795929E-001
 14.9814, 5.8917999E-001
 14.9940, 5.8784485E-001
 15.0066, 5.8837891E-001
 15.0192, 5.8761597E-001
 15.0318, 5.8906555E-001
 15.0444, 5.8815002E-001
 15.0570, 5.8906555E-001
 15.0696, 5.8933258E-001
 15.0822, 5.8891296E-001
 15.0948, 5.8807373E-001
 15.1074, 5.8773041E-001
 15.1200, 5.8868408E-001
 15.1326, 5.8883667E-001
 15.1452, 5.8940887E-001
 15.1578, 5.8849335E-001
 15.1704, 5.8811188E-001
 15.1830, 5.8731079E-001
 15.1956, 5.8826447E-001
 15.2082, 5.8776855E-001
 15.2208, 5.8872223E-001
 15.2334, 5.8807373E-001
 15.2460, 5.8757782E-001
 15.2586, 5.8822632E-001
 15.2712, 5.8734894E-001
 15.2838, 5.8788300E-001
 15.2964, 5.8780670E-001
 15.3090, 5.8879852E-001
 15.3216, 5.8822632E-001
 15.3342, 5.8742523E-001
 15.3468, 5.8776855E-001
 15.3594, 5.8761597E-001
 15.3720, 5.8822632E-001
 15.3846, 5.8815002E-001
 15.3972, 5.8925629E-001
 15.4098, 5.8769226E-001
 15.4224, 5.8631897E-001
 15.4350, 5.8551788E-001
 15.4476, 5.8616638E-001
 15.4602, 5.8578491E-001
 15.4728, 5.8666229E-001
 15.4854, 5.8624268E-001
 15.4980, 5.8597565E-001
 15.5106, 5.8578491E-001
 15.5232, 5.8704376E-001
 15.5358, 5.8628082E-001
 15.5484, 5.8624268E-001
 15.5610, 5.8704376E-001
 15.5736, 5.8616638E-001
 15.5862, 5.8639526E-001
 15.5988, 5.8578491E-001
 15.6114, 5.8574677E-001
 15.6240, 5.8670044E-001
 15.6366, 5.8727264E-001
 15.6492, 5.8692932E-001
 15.6618, 5.8589935E-001
 15.6744, 5.8612823E-001
 15.6870, 5.8513641E-001
 15.6996, 5.8605194E-001
 15.7122, 5.8605194E-001
 15.7248, 5.8761597E-001
 15.7374, 5.8601379E-001
 15.7500, 5.8578491E-001
 15.7626, 5.8567047E-001
 15.7752, 5.8589935E-001
 15.7878, 5.8609009E-001
 15.8004, 5.8826447E-001
 15.8130, 5.8925629E-001
 15.8256, 5.8792114E-001
 15.8382, 5.8795929E-001
 15.8508, 5.8750153E-001
 15.8634, 5.8784485E-001
 15.8760, 5.8807373E-001
 15.8886, 5.8841705E-001
 15.9012, 5.8815002E-001
 15.9138, 5.8715820E-001
 15.9264, 5.8612823E-001
 15.9390, 5.8715820E-001
 15.9516, 5.8784485E-001
 15.9642, 5.8761597E-001
 15.9768, 5.8845520E-001
 15.9894, 5.8818817E-001
 16.0020, 5.8807373E-001
 16.0146, 5.8769226E-001
 16.0272, 5.8776855E-001
 16.0398, 5.8723450E-001
 16.0524, 5.8795929E-001
 16.0650, 5.8860779E-001
 16.0776, 5.8742523E-001
 16.0902, 5.8776855E-001
 16.1028, 5.8555603E-001
 16.1154, 5.8837891E-001
 16.1280, 5.8780670E-001
 16.1406, 5.8959961E-001
 16.1532, 5.8933258E-001
 16.1658, 5.8860779E-001
 16.1784, 5.8765411E-001
 16.1910, 5.8719635E-001
 16.2036, 5.8692932E-001
 16.2162, 5.8704376E-001
 16.2288, 5.8765411E-001
 16.2414, 5.8677673E-001
 16.2540, 5.8776855E-001
 16.2666, 5.8780670E-001
 16.2792, 5.8872223E-001
 16.2918, 5.8864594E-001
 16.3044, 5.8967590E-001
 16.3170, 5.8967590E-001
 16.3296, 5.8818817E-001
 16.3422, 5.8815002E-001
 16.3548, 5.8670044E-001
 16.3674, 5.8738708E-001
 16.3800, 5.8750153E-001
 16.3926, 5.8822632E-001
 16.4052, 5.8704376E-001
 16.4178, 5.8803558E-001
 16.4304, 5.8601379E-001
 16.4430, 5.8784485E-001
 16.4556, 5.8727264E-001
 16.4682, 5.8845520E-001
 16.4808, 5.8933258E-001
 16.4934, 5.8776855E-001
 16.5060, 5.8803558E-001
 16.5186, 5.8601379E-001
 16.5312, 5.8757782E-001
 16.5438, 5.8689117E-001
 16.5564, 5.8818817E-001
 16.5690, 5.8731079E-001
 16.5816, 5.8776855E-001
 16.5942, 5.8837891E-001
 16.6068, 5.8807373E-001
 16.6194, 5.8868408E-001
 16.6320, 5.8750153E-001
 16.6446, 5.8921814E-001
 16.6572, 5.8841705E-001
 16.6698, 5.8815002E-001
 16.6824, 5.8673859E-001
 16.6950, 5.8715820E-001
 16.7076, 5.8727264E-001
 16.7202, 5.8799744E-001
 16.7328, 5.8860779E-001
 16.7454, 5.8815002E-001
 16.7580, 5.8643341E-001
 16.7706, 5.8734894E-001
 16.7832, 5.8742523E-001
 16.7958, 5.8666229E-001
 16.8084, 5.8830261E-001
 16.8210, 5.8811188E-001
 16.8336, 5.8742523E-001
 16.8462, 5.8818817E-001
 16.8588, 5.8689117E-001
 16.8714, 5.8742523E-001
 16.8840, 5.8708191E-001
 16.8966, 5.8715820E-001
 16.9092, 5.8628082E-001
 16.9218, 5.8696747E-001
 16.9344, 5.8662415E-001
 16.9470, 5.8750153E-001
 16.9596, 5.8692932E-001
 16.9722, 5.9001923E-001
 16.9848, 5.8937073E-001
 16.9974, 5.8887482E-001
 17.0100, 5.8937073E-001
 17.0226, 5.8555603E-001
 17.0352, 5.8631897E-001
 17.0478, 5.8616638E-001
 17.0604, 5.8708191E-001
 17.0730, 5.8647156E-001
 17.0856, 5.8666229E-001
 17.0982, 5.8593750E-001
 17.1108, 5.8742523E-001
 17.1234, 5.8738708E-001
 17.1360, 5.8712006E-001
 17.1486, 5.8837891E-001
 17.1612, 5.8609009E-001
 17.1738, 5.8670044E-001
 17.1864, 5.8597565E-001
 17.1990, 5.8658600E-001
 17.2116, 5.8643341E-001
 17.2242, 5.8708191E-001
 17.2368, 5.8601379E-001
 17.2494, 5.8597565E-001
 17.2620, 5.8612823E-001
 17.2746, 5.8582306E-001
 17.2872, 5.8708191E-001
 17.2998, 5.8685303E-001
 17.3124, 5.8784485E-001
 17.3250, 5.8666229E-001
 17.3376, 5.8727264E-001
 17.3502, 5.8612823E-001
 17.3628, 5.8624268E-001
 17.3754, 5.8662415E-001
 17.3880, 5.8631897E-001
 17.4006, 5.8635712E-001
 17.4132, 5.8597565E-001
 17.4258, 5.8647156E-001
 17.4384, 5.8574677E-001
 17.4510, 5.8715820E-001
 17.4636, 5.8723450E-001
 17.4762, 5.8803558E-001
 17.4888, 5.8639526E-001
 17.5014, 5.8673859E-001
 17.5140, 5.8654785E-001
 17.5266, 5.8662415E-001
 17.5392, 5.8715820E-001
 17.5518, 5.8761597E-001
 17.5644, 5.8742523E-001
 17.5770, 5.8597565E-001
 17.5896, 5.8631897E-001
 17.6022, 5.8628082E-001
 17.6148, 5.8731079E-001
 17.6274, 5.8704376E-001
 17.6400, 5.8959961E-001
 17.6526, 5.8784485E-001
 17.6652, 5.8643341E-001
 17.6778, 5.8731079E-001
 17.6904, 5.8654785E-001
 17.7030, 5.8681488E-001
 17.7156, 5.8708191E-001
 17.7282, 5.8795929E-001
 17.7408, 5.8650970E-001
 17.7534, 5.8738708E-001
 17.7660, 5.8605194E-001
 17.7786, 5.8689117E-001
 17.7912, 5.8609009E-001
 17.8038, 5.8681488E-001
 17.8164, 5.8761597E-001
 17.8290, 5.8570862E-001
 17.8416, 5.8715820E-001
 17.8542, 5.8635712E-001
 17.8668, 5.8841705E-001
 17.8794, 5.8807373E-001
 17.8920, 5.8792114E-001
 17.9046, 5.8635712E-001
 17.9172, 5.8761597E-001
 17.9298, 5.8536530E-001
 17.9424, 5.8567047E-001
 17.9550, 5.8582306E-001
 17.9676, 5.8624268E-001
 17.9802, 5.8681488E-001
 17.9928, 5.8506012E-001
 18.0054, 5.8593750E-001
 18.0180, 5.8631897E-001
 18.0306, 5.8673859E-001
 18.0432, 5.8658600E-001
 18.0558, 5.8719635E-001
 18.0684, 5.8746338E-001
 18.0810, 5.8597565E-001
 18.0936, 5.8727264E-001
 18.1062, 5.8589935E-001
 18.1188, 5.8696747E-001
 18.1314, 5.8673859E-001
 18.1440, 5.8769226E-001
 18.1566, 5.8593750E-001
 18.1692, 5.8700562E-001
 18.1818, 5.8551788E-001
 18.1944, 5.8853149E-001
 18.2070, 5.8624268E-001
 18.2196, 5.8654785E-001
 18.2322, 5.8704376E-001
 18.2448, 5.8609009E-001
 18.2574, 5.8612823E-001
 18.2700, 5.8494568E-001
 18.2826, 5.8601379E-001
 18.2952, 5.8597565E-001
 18.3078, 5.8666229E-001
 18.3204, 5.8677673E-001
 18.3330, 5.8582306E-001
 18.3456, 5.8723450E-001
 18.3582, 5.8593750E-001
 18.3708, 5.8647156E-001
 18.3834, 5.8643341E-001
 18.3960, 5.8681488E-001
 18.4086, 5.8597565E-001
 18.4212, 5.8685303E-001
 18.4338, 5.8547974E-001
 18.4464, 5.8658600E-001
 18.4590, 5.8605194E-001
 18.4716, 5.8685303E-001
 18.4842, 5.8612823E-001
 18.4968, 5.8551788E-001
 18.5094, 5.8586121E-001
 18.5220, 5.8605194E-001
 18.5346, 5.8597565E-001
 18.5472, 5.8662415E-001
 18.5598, 5.8647156E-001
 18.5724, 5.8593750E-001
 18.5850, 5.8765411E-001
 18.5976, 5.8574677E-001
 18.6102, 5.8620453E-001
 18.6228, 5.8601379E-001
 18.6354, 5.8620453E-001
 18.6480, 5.8815002E-001
 18.6606, 5.8555603E-001
 18.6732, 5.8609009E-001
 18.6858, 5.8555603E-001
 18.6984, 5.8624268E-001
 18.7110, 5.8715820E-001
 18.7236, 5.8818817E-001
 18.7362, 5.8593750E-001
 18.7488, 5.8670044E-001
 18.7614, 5.8715820E-001
 18.7740, 5.8544159E-001
 18.7866, 5.8696747E-001
 18.7992, 5.8616638E-001
